Date,Well_ID,Latitude,Longitude,Groundwater_Level,Rainfall,Temperature,Soil_Moisture,pH,TDS,Fluoride,Nitrate,Chloride
2025-06-09,W-01,18.44719,73.61512,9.93,85,24.7,42.9,7.18,422,1.22,37.4,122
2025-06-16,W-01,18.44719,73.61512,10,81.8,24.9,45.3,7.19,428,1.24,37.8,119
2025-06-23,W-01,18.44719,73.61512,10.08,105.4,27.8,49,7.18,429,1.26,38,124
2025-06-30,W-01,18.44719,73.61512,10.26,184.6,26.7,74.4,7.16,427,1.24,38.4,127
2025-07-07,W-01,18.44719,73.61512,10.6,107.1,25.3,54.6,7.18,433,1.22,38.6,130
2025-07-14,W-01,18.44719,73.61512,11,133.4,25,60.4,7.16,432,1.23,38.7,128
2025-07-21,W-01,18.44719,73.61512,11.23,142.8,24.3,61.7,7.18,427,1.24,39.5,129
2025-07-28,W-01,18.44719,73.61512,11.61,117,28.5,52.7,7.16,423,1.24,38.8,130
2025-08-04,W-01,18.44719,73.61512,11.48,50.6,25.7,36,7.15,416,1.22,38.7,128
2025-08-11,W-01,18.44719,73.61512,11.66,146.6,27.8,61.2,7.14,416,1.21,39.2,124
2025-08-18,W-01,18.44719,73.61512,11.65,111.9,25.2,49.8,7.12,413,1.2,38.7,120
2025-08-25,W-01,18.44719,73.61512,11.76,92.8,26.9,47,7.15,411,1.21,39.6,117
2025-09-01,W-01,18.44719,73.61512,12.06,133.4,25.5,62.9,7.13,411,1.21,39.6,117
2025-09-08,W-01,18.44719,73.61512,12.42,62.6,26.2,36.9,7.15,408,1.21,39.9,113
2025-09-15,W-01,18.44719,73.61512,12.55,133.1,24,56,7.17,415,1.18,39.5,117
2025-09-22,W-01,18.44719,73.61512,12.74,119.6,25.2,59.1,7.19,414,1.17,40.4,118
2025-09-29,W-01,18.44719,73.61512,12.93,166,24,66.8,7.19,412,1.15,40.8,119
2025-10-06,W-01,18.44719,73.61512,12.79,31.4,20,31.4,7.19,417,1.14,39.9,117
2025-10-13,W-01,18.44719,73.61512,12.79,26.2,20.9,27.4,7.18,415,1.12,39.5,116
2025-10-20,W-01,18.44719,73.61512,12.59,5.3,21.6,19.8,7.19,420,1.1,40.4,117
2025-10-27,W-01,18.44719,73.61512,12.49,6.5,16.6,18.9,7.17,423,1.11,41.3,113
2025-11-03,W-01,18.44719,73.61512,12.38,18.2,21,22.9,7.19,422,1.09,42.1,112
2025-11-10,W-01,18.44719,73.61512,12.34,6.6,17.2,24,7.2,428,1.12,42.3,111
2025-11-17,W-01,18.44719,73.61512,12.27,21.9,21.4,27.5,7.19,428,1.12,43.2,114
2025-11-24,W-01,18.44719,73.61512,12.23,15,17.3,23.1,7.17,430,1.14,43.3,117
2025-12-01,W-01,18.44719,73.61512,12.04,12,16.6,23.7,7.18,433,1.15,43.8,118
2025-12-08,W-01,18.44719,73.61512,11.87,20.1,17,22.4,7.18,433,1.15,44,119
2025-12-15,W-01,18.44719,73.61512,11.73,21,15.4,25.1,7.18,424,1.14,43.9,116
2025-12-22,W-01,18.44719,73.61512,11.61,25.2,20.1,29.4,7.18,415,1.14,44.2,114
2025-12-29,W-01,18.44719,73.61512,11.57,30.5,16.4,26.9,7.18,420,1.15,44.3,113
2026-01-05,W-01,18.44719,73.61512,11.56,7.8,18.8,21.4,7.19,421,1.16,43.6,109
2026-01-12,W-01,18.44719,73.61512,11.6,16.7,15.1,21.3,7.16,412,1.18,43.7,105
2026-01-19,W-01,18.44719,73.61512,11.53,23.2,16.3,23.2,7.18,418,1.2,44.6,107
2026-01-26,W-01,18.44719,73.61512,11.48,34.3,16.7,33.1,7.18,421,1.22,43.9,110
2026-02-02,W-01,18.44719,73.61512,11.41,16.9,16.5,23.8,7.18,416,1.24,44.1,109
2026-02-09,W-01,18.44719,73.61512,11.42,26.7,21.5,28.1,7.17,419,1.25,43.3,106
2026-02-16,W-01,18.44719,73.61512,11.32,26.1,17.5,31.2,7.19,412,1.24,44.1,105
2026-02-23,W-01,18.44719,73.61512,11.24,19.3,15.2,29.6,7.18,418,1.23,44.4,102
2026-03-02,W-01,18.44719,73.61512,11.16,6.3,32.2,12.3,7.16,411,1.25,43.9,102
2026-03-09,W-01,18.44719,73.61512,10.99,7.8,31.3,15,7.14,419,1.27,42.9,101
2026-03-16,W-01,18.44719,73.61512,10.87,4.1,33.4,14.9,7.15,412,1.25,42.5,103
2026-03-23,W-01,18.44719,73.61512,10.69,2.5,32.3,13,7.13,413,1.24,42.3,107
2026-03-30,W-01,18.44719,73.61512,10.62,5.2,34.9,12.5,7.12,422,1.24,42.6,108
2026-04-06,W-01,18.44719,73.61512,10.66,7.3,32.5,9.1,7.1,418,1.21,42.5,105
2026-04-13,W-01,18.44719,73.61512,10.57,4.3,38,9,7.12,424,1.21,42.8,104
2026-04-20,W-01,18.44719,73.61512,10.44,3.3,36.8,10.2,7.12,422,1.22,41.9,103
2026-04-27,W-01,18.44719,73.61512,10.45,2.1,35.1,9.9,7.09,423,1.23,42.9,99
2026-05-04,W-01,18.44719,73.61512,10.26,1.2,34.9,11.4,7.11,421,1.23,43.2,94
2026-05-11,W-01,18.44719,73.61512,10.12,7.4,33.9,9.1,7.13,428,1.22,43.8,90
2026-05-18,W-01,18.44719,73.61512,10.04,0.9,35.8,6.6,7.1,424,1.23,44,94
2026-05-25,W-01,18.44719,73.61512,10.04,0.5,37.1,11.5,7.1,431,1.21,44.3,92
2026-06-01,W-01,18.44719,73.61512,10.26,119.9,26.8,54.3,7.09,432,1.22,43.4,94
2026-06-08,W-01,18.44719,73.61512,10.36,165,28,68.8,7.11,426,1.23,43.1,96
2026-06-15,W-01,18.44719,73.61512,10.54,86.8,28.4,49.9,7.1,418,1.21,42.8,96
2026-06-22,W-01,18.44719,73.61512,10.58,67.3,27.9,36.9,7.09,427,1.19,43.1,95
2026-06-29,W-01,18.44719,73.61512,10.54,91.5,28.1,46.7,7.11,422,1.19,42.6,96
2026-07-06,W-01,18.44719,73.61512,10.86,63.7,26.4,39,7.08,414,1.17,43.6,96
2026-07-13,W-01,18.44719,73.61512,11.28,139.6,27.9,64.7,7.08,415,1.14,43.7,97
2026-07-20,W-01,18.44719,73.61512,11.69,102.4,25.8,47.9,7.06,420,1.13,43,101
2026-07-27,W-01,18.44719,73.61512,11.77,81.7,25.2,41.1,7.04,424,1.12,42.8,98
2026-08-03,W-01,18.44719,73.61512,11.79,91.8,26.7,51.5,7.03,425,1.13,43.2,97
2026-08-10,W-01,18.44719,73.61512,11.87,73.1,24.6,39.5,7.05,415,1.1,44.1,94
2026-08-17,W-01,18.44719,73.61512,12.18,175.3,25,73.8,7.06,414,1.11,44.4,93
2026-08-24,W-01,18.44719,73.61512,12.56,182,26.6,74,7.05,420,1.11,43.7,89
2026-08-31,W-01,18.44719,73.61512,12.68,76.1,24.8,42.8,7.02,429,1.13,42.7,93
2026-09-07,W-01,18.44719,73.61512,12.8,149.9,28.4,68.8,7.04,429,1.11,42.1,96
2026-09-14,W-01,18.44719,73.61512,13.18,195,26.7,74.6,7.04,425,1.09,42.5,93
2024-09-16,W-02,18.40845,74.15212,6.21,149.1,28.7,62.6,7.64,568,1.11,30.2,249
2024-09-23,W-02,18.40845,74.15212,6.33,81.1,27.7,43.3,7.62,569,1.12,30,246
2024-09-30,W-02,18.40845,74.15212,6.6,196.5,28.2,80.3,7.61,570,1.13,29.9,242
2024-10-07,W-02,18.40845,74.15212,6.61,34,15.2,28.2,7.61,579,1.14,30.6,242
2024-10-14,W-02,18.40845,74.15212,6.52,14.2,17.2,23.6,7.63,585,1.12,30.8,239
2024-10-21,W-02,18.40845,74.15212,6.46,17.6,17,26.2,7.63,590,1.1,30.8,234
2024-10-28,W-02,18.40845,74.15212,6.35,11,21.3,21.5,7.65,585,1.12,30,234
2024-11-04,W-02,18.40845,74.15212,6.29,6.1,15.8,19.8,7.67,594,1.14,30.8,239
2024-11-11,W-02,18.40845,74.15212,6.22,14.5,19.5,26.9,7.68,601,1.13,30.9,242
2024-11-18,W-02,18.40845,74.15212,6.09,8.5,21.4,22.8,7.69,606,1.16,31.6,247
2024-11-25,W-02,18.40845,74.15212,5.89,27.4,19.1,24.4,7.7,609,1.17,32.2,251
2024-12-02,W-02,18.40845,74.15212,5.67,14.8,16.9,21.7,7.68,608,1.14,31.3,253
2024-12-09,W-02,18.40845,74.15212,5.62,30.1,18.5,30.2,7.66,610,1.16,31.7,250
2024-12-16,W-02,18.40845,74.15212,5.64,9.3,19.5,25,7.68,604,1.16,31.6,254
2024-12-23,W-02,18.40845,74.15212,5.49,13.7,16.7,23.1,7.67,604,1.19,32.2,257
2024-12-30,W-02,18.40845,74.15212,5.4,16.9,20.7,21.3,7.67,598,1.2,32.5,259
2025-01-06,W-02,18.40845,74.15212,5.26,15.7,19.1,27,7.68,589,1.19,33.5,262
2025-01-13,W-02,18.40845,74.15212,5.2,9,16.7,21.8,7.67,598,1.18,32.8,257
2025-01-20,W-02,18.40845,74.15212,5.1,31.1,20.2,29.8,7.65,606,1.16,32.7,255
2025-01-27,W-02,18.40845,74.15212,5.06,33,19.3,28.8,7.67,605,1.14,32.6,256
2025-02-03,W-02,18.40845,74.15212,4.96,17.3,20.9,23.7,7.69,600,1.15,32.6,252
2025-02-10,W-02,18.40845,74.15212,4.94,6.5,21.1,20.3,7.67,602,1.13,32.4,253
2025-02-17,W-02,18.40845,74.15212,4.77,24.8,18.6,28.6,7.7,593,1.14,33,256
2025-02-24,W-02,18.40845,74.15212,4.69,32.1,19.4,28.3,7.68,591,1.16,33.9,252
2025-03-03,W-02,18.40845,74.15212,4.65,8,35.7,10.3,7.66,596,1.16,33.3,247
2025-03-10,W-02,18.40845,74.15212,4.55,4.2,33.3,14.3,7.65,588,1.15,33.7,244
2025-03-17,W-02,18.40845,74.15212,4.53,,37,10.4,7.62,583,1.12,33.9,240
2025-03-24,W-02,18.40845,74.15212,4.41,3,31,9.1,7.63,586,1.14,33.7,241
2025-03-31,W-02,18.40845,74.15212,4.25,4.6,30.6,12.6,7.63,579,1.13,33.4,242
2025-04-07,W-02,18.40845,74.15212,4.1,1.9,34.9,10.6,7.64,583,1.11,33.1,243
2025-04-14,W-02,18.40845,74.15212,4.11,1.5,36.8,14.1,7.63,574,1.11,33.8,243
2025-04-21,W-02,18.40845,74.15212,4.03,4.5,35.1,9.2,7.63,581,1.09,34.3,248
2025-04-28,W-02,18.40845,74.15212,4.01,5.1,36.7,13.3,7.63,573,1.09,35.1,250
2025-05-05,W-02,18.40845,74.15212,3.9,4.5,36.4,14.2,7.63,570,1.07,34.7,255
2025-05-12,W-02,18.40845,74.15212,3.9,0.8,37,7.1,7.64,570,1.08,33.9,252
2025-05-19,W-02,18.40845,74.15212,3.9,7.3,33.3,9.5,7.64,571,1.06,34.6,252
2025-05-26,W-02,18.40845,74.15212,3.89,2.5,33.5,7,7.62,571,1.06,34.2,248
2025-06-02,W-02,18.40845,74.15212,3.88,129,28,60.5,7.61,562,1.07,34.3,245
2025-06-09,W-02,18.40845,74.15212,4.02,108.5,26.2,51.9,7.63,556,1.05,34.1,247
2025-06-16,W-02,18.40845,74.15212,4.21,110.7,28.4,52,7.63,562,1.03,34.9,247
2025-06-23,W-02,18.40845,74.15212,4.43,175.4,25.8,72.5,7.64,564,1.04,34.2,242
2025-06-30,W-02,18.40845,74.15212,4.49,69.4,26.3,37.1,7.66,573,1.02,34.2,244
2025-07-07,W-02,18.40845,74.15212,4.88,152,26.6,64.6,7.68,572,1.03,33.9,245
2025-07-14,W-02,18.40845,74.15212,5.14,115.4,24.9,52.7,7.71,571,1.01,34.8,245
2025-07-21,W-02,18.40845,74.15212,5.45,141,28.1,65.6,7.68,562,1.04,34.1,249
2025-07-28,W-02,18.40845,74.15212,5.71,186.6,26.2,77.5,7.66,559,1.03,33.7,245
2025-08-04,W-02,18.40845,74.15212,5.91,161.9,25.9,67.8,7.68,553,1.04,32.9,250
2025-08-11,W-02,18.40845,74.15212,5.74,52.1,28.7,35.1,7.66,563,1.03,33.7,254
2025-08-18,W-02,18.40845,74.15212,6.06,181.5,29,76.4,7.67,569,1.01,34.3,258
2025-08-25,W-02,18.40845,74.15212,6.3,132.4,24.9,58.1,7.67,564,1.03,33.6,262
2025-09-01,W-02,18.40845,74.15212,6.46,155.6,24.1,65.6,7.66,563,1.01,33.9,263
2025-09-08,W-02,18.40845,74.15212,6.46,193.9,28.1,81.6,7.66,565,1,33.9,261
2025-09-15,W-02,18.40845,74.15212,6.37,89.5,26.2,50.2,7.65,561,1.01,33.3,258
2025-09-22,W-02,18.40845,74.15212,6.75,105.7,25.1,52.3,7.65,559,1,33.4,263
2025-09-29,W-02,18.40845,74.15212,6.66,54.5,28.7,33.2,7.67,563,0.98,33.4,267
2025-10-06,W-02,18.40845,74.15212,6.53,32.6,19.6,30.2,7.64,573,1,33.9,267
2025-10-13,W-02,18.40845,74.15212,6.44,19.5,19.4,21.9,7.65,573,0.99,34.9,266
2025-10-20,W-02,18.40845,74.15212,6.37,18.6,15.5,23.2,7.65,571,0.98,35.4,271
2025-10-27,W-02,18.40845,74.15212,6.32,12.7,19,25.7,7.64,566,0.97,36.1,275
2025-11-03,W-02,18.40845,74.15212,6.25,9.9,18.7,19.3,7.65,575,0.98,36.3,270
2025-11-10,W-02,18.40845,74.15212,6.1,20.7,17.8,28,7.64,578,0.99,36,267
2025-11-17,W-02,18.40845,74.15212,6.1,11.8,22.3,23.5,7.66,574,0.98,35.5,263
2025-11-24,W-02,18.40845,74.15212,6.01,17.2,15.7,21.3,7.64,569,0.98,35.3,261
2025-12-01,W-02,18.40845,74.15212,5.88,26.8,22.6,27,7.65,572,1,35.1,266
2025-12-08,W-02,18.40845,74.15212,5.81,11,18.1,25,7.66,567,0.98,34.8,265
2025-12-15,W-02,18.40845,74.15212,5.63,5.1,20,22.5,7.69,564,1,34.9,260
2025-12-22,W-02,18.40845,74.15212,5.54,11.5,16.1,20.5,7.67,561,1.01,34.2,265
2025-12-29,W-02,18.40845,74.15212,5.44,19.1,22.2,24.7,7.65,566,1.01,34.1,269
2026-01-05,W-02,18.40845,74.15212,5.4,6.2,20.7,19.9,7.65,565,1.01,34,269
2026-01-12,W-02,18.40845,74.15212,5.41,34.9,22.9,30.3,7.67,558,1.03,33.5,271
2026-01-19,W-02,18.40845,74.15212,5.35,21.1,22.8,23.5,7.68,549,1.04,33.5,276
2026-01-26,W-02,18.40845,74.15212,5.18,27.2,18.5,26.6,7.67,540,1.06,33.3,278
2026-02-02,W-02,18.40845,74.15212,5.11,20.4,20.6,27.8,7.66,539,1.05,33.5,282
2026-02-09,W-02,18.40845,74.15212,4.91,19.7,20.5,29,7.66,545,1.05,34.2,282
2026-02-16,W-02,18.40845,74.15212,4.81,29.4,20.3,30.8,7.66,554,1.03,33.8,284
2026-02-23,W-02,18.40845,74.15212,4.77,10.2,17.2,21.3,7.68,546,1.04,33.1,288
2026-03-02,W-02,18.40845,74.15212,4.68,6.1,32.4,12.7,7.69,546,1.07,32.9,290
2026-03-09,W-02,18.40845,74.15212,4.64,7.1,32.3,12.3,7.68,541,1.08,32.4,291
2026-03-16,W-02,18.40845,74.15212,4.6,2.1,34,8.7,7.69,535,1.08,32.2,295
2026-03-23,W-02,18.40845,74.15212,4.49,3.1,32.7,12.1,7.68,542,1.07,31.5,295
2026-03-30,W-02,18.40845,74.15212,4.42,2.7,32,7.2,7.69,541,1.07,31.6,296
2026-04-06,W-02,18.40845,74.15212,4.22,4.8,38,7.4,7.68,546,1.09,31.5,299
2026-04-13,W-02,18.40845,74.15212,4.1,3,31.5,12.6,7.66,545,1.11,31.4,301
2026-04-20,W-02,18.40845,74.15212,3.96,2.9,32,8.4,7.66,555,1.1,31.8,298
2026-04-27,W-02,18.40845,74.15212,3.94,6.7,30.5,15.1,7.64,558,1.12,31.3,299
2026-05-04,W-02,18.40845,74.15212,3.91,7.2,32.2,15.4,7.62,567,1.12,31.8,300
2026-05-11,W-02,18.40845,74.15212,3.92,0.4,34.3,10.8,7.62,569,1.1,32.1,297
2026-05-18,W-02,18.40845,74.15212,3.69,6.8,33.9,10,7.6,569,1.11,31.6,303
2026-05-25,W-02,18.40845,74.15212,3.58,5.4,33.5,15.5,7.59,564,1.1,31.9,307
2026-06-01,W-02,18.40845,74.15212,3.69,84,24.3,45.9,7.61,574,1.11,32.1,309
2026-06-08,W-02,18.40845,74.15212,3.62,166.6,25,73.5,7.6,584,1.12,31.7,313
2026-06-15,W-02,18.40845,74.15212,3.59,190.9,27.6,79.2,7.6,589,1.1,30.8,313
2026-06-22,W-02,18.40845,74.15212,3.91,123.6,26,57.6,7.63,599,1.12,30.7,312
2026-06-29,W-02,18.40845,74.15212,4.16,161.1,28.9,72.2,7.61,604,1.12,30.3,313
2026-07-06,W-02,18.40845,74.15212,4.48,75.2,25.9,45.6,7.59,596,1.11,29.4,312
2026-07-13,W-02,18.40845,74.15212,4.66,90.6,24.5,48.1,7.58,600,1.1,30.1,308
2026-07-20,W-02,18.40845,74.15212,4.55,51.8,24.3,36.8,7.57,593,1.09,30.1,305
2026-07-27,W-02,18.40845,74.15212,4.8,171.5,24.2,68.9,7.56,601,1.1,29.2,310
2026-08-03,W-02,18.40845,74.15212,4.81,67.9,24.2,37.1,7.58,608,1.09,28.7,308
2026-08-10,W-02,18.40845,74.15212,4.86,118.3,28.2,55.1,7.56,607,1.1,27.8,306
2026-08-17,W-02,18.40845,74.15212,5.12,74.5,28.4,42.7,7.56,600,1.12,28,309
2026-08-24,W-02,18.40845,74.15212,5.09,72,28.5,39.6,7.54,599,1.12,27.6,309
2026-08-31,W-02,18.40845,74.15212,5.27,100.6,28.1,48.1,7.53,608,1.12,27.7,306
2026-09-07,W-02,18.40845,74.15212,5.61,129.7,28.6,56.3,7.54,608,1.1,27.5,302
2026-09-14,W-02,18.40845,74.15212,5.89,190.5,28.2,77.9,7.54,599,1.09,27.8,304
2024-09-16,W-03,18.76856,73.63874,8.31,60.2,28.5,40.9,7.55,462,1.1,33.6,264
2024-09-23,W-03,18.76856,73.63874,8.7,98.5,27.6,52.8,7.56,466,1.12,34.5,263
2024-09-30,W-03,18.76856,73.63874,8.56,44.6,25.6,32.6,7.54,466,1.13,34.2,260
2024-10-07,W-03,18.76856,73.63874,8.46,15,22.8,21.6,7.55,462,1.11,34,259
2024-10-14,W-03,18.76856,73.63874,,9.3,16.3,23.8,7.53,470,1.13,33.2,262
2024-10-21,W-03,18.76856,73.63874,8.33,14.8,15,21.1,7.54,476,1.11,32.4,263
2024-10-28,W-03,18.76856,73.63874,8.25,9.4,21.3,22.7,7.55,484,1.12,32.9,260
2024-11-04,W-03,18.76856,73.63874,8.17,32.8,21.1,26.3,7.57,475,1.15,32.9,256
2024-11-11,W-03,18.76856,73.63874,8.18,27.9,21.6,24.8,7.58,473,1.14,32.6,256
2024-11-18,W-03,18.76856,73.63874,8.09,34.5,16.1,31.9,7.57,463,1.14,33.1,254
2024-11-25,W-03,18.76856,73.63874,8.06,33.4,19.1,29.7,7.59,467,1.16,32.6,257
2024-12-02,W-03,18.76856,73.63874,8.1,27.1,19.6,29.7,7.6,469,1.17,33.5,258
2024-12-09,W-03,18.76856,73.63874,7.96,17.9,18.5,23.9,7.57,468,1.19,33.8,262
2024-12-16,W-03,18.76856,73.63874,7.9,25.8,21.8,23.8,7.56,474,1.16,33.9,260
2024-12-23,W-03,18.76856,73.63874,7.75,34,17.1,33.2,7.57,465,1.17,34.2,260
2024-12-30,W-03,18.76856,73.63874,7.62,29.9,15.3,29.6,7.57,456,1.16,34.4,264
2025-01-06,W-03,18.76856,73.63874,7.43,26.5,15.9,31.4,7.56,452,1.18,35.2,267
2025-01-13,W-03,18.76856,73.63874,7.31,23.4,22.4,24.2,7.56,450,1.21,35.6,265
2025-01-20,W-03,18.76856,73.63874,7.33,23.6,18.3,30.5,7.57,447,1.23,35.4,269
2025-01-27,W-03,18.76856,73.63874,7.14,9.3,21.4,25.4,7.58,447,1.21,35.2,267
2025-02-03,W-03,18.76856,73.63874,7.14,28.2,22.4,25.6,7.59,454,1.21,36,268
2025-02-10,W-03,18.76856,73.63874,7.03,10.5,19.3,25.2,7.59,463,1.21,36.7,267
2025-02-17,W-03,18.76856,73.63874,7.02,32.3,20,27.7,7.57,465,1.23,36.6,268
2025-02-24,W-03,18.76856,73.63874,6.96,24.4,18.2,29,7.55,467,1.23,35.6,268
2025-03-03,W-03,18.76856,73.63874,6.88,7.1,37.8,12.1,7.55,465,1.22,36,267
2025-03-10,W-03,18.76856,73.63874,6.76,6.8,30,15,7.57,462,1.23,36.2,270
2025-03-17,W-03,18.76856,73.63874,6.68,0.9,33.1,8,7.55,454,1.22,36.6,265
2025-03-24,W-03,18.76856,73.63874,6.58,2.6,31.8,11,7.56,462,1.2,37.6,266
2025-03-31,W-03,18.76856,73.63874,6.56,7,36.2,8.4,7.58,469,1.21,38.2,264
2025-04-07,W-03,18.76856,73.63874,6.45,5.6,31.6,10.6,7.58,464,1.19,37.4,262
2025-04-14,W-03,18.76856,73.63874,6.4,0.5,35.6,8.5,7.59,472,1.17,36.8,264
2025-04-21,W-03,18.76856,73.63874,6.26,7.4,31.8,16,7.59,467,1.19,37.5,268
2025-04-28,W-03,18.76856,73.63874,6.06,7,31.9,12.6,7.6,462,1.2,37.2,265
2025-05-05,W-03,18.76856,73.63874,5.93,4,32.4,9.7,7.6,455,1.19,37.4,261
2025-05-12,W-03,18.76856,73.63874,5.83,3.9,33,11.6,7.62,461,1.18,37.5,256
2025-05-19,W-03,18.76856,73.63874,5.71,4.3,32.6,11.4,7.63,460,1.18,38.2,261
2025-05-26,W-03,18.76856,73.63874,5.51,7.9,37.1,8.6,7.62,466,1.16,38.8,258
2025-06-02,W-03,18.76856,73.63874,5.41,51.2,26.3,39,7.63,464,1.17,39.6,258
2025-06-09,W-03,18.76856,73.63874,5.77,85.2,24.5,43.7,7.62,463,1.18,40.5,257
2025-06-16,W-03,18.76856,73.63874,6.12,169.3,25.6,69.8,7.59,472,1.16,39.9,261
2025-06-23,W-03,18.76856,73.63874,6.48,150.6,24.3,62.1,7.61,468,1.16,40.3,260
2025-06-30,W-03,18.76856,73.63874,6.66,122.5,27.9,58.2,7.63,469,1.18,41.1,260
2025-07-07,W-03,18.76856,73.63874,6.69,40.4,28.5,31.4,7.66,466,1.19,41.4,257
2025-07-14,W-03,18.76856,73.63874,6.47,41.8,26.2,36.2,7.66,471,1.2,41,261
2025-07-21,W-03,18.76856,73.63874,6.84,157.9,24.3,70.6,7.67,478,1.21,40.7,266
2025-07-28,W-03,18.76856,73.63874,6.71,58.4,25.9,36.2,7.67,473,1.23,41,270
2025-08-04,W-03,18.76856,73.63874,6.93,111.7,28.9,49.7,7.66,476,1.24,41.9,271
2025-08-11,W-03,18.76856,73.63874,7.02,163.9,26.4,69.6,7.65,485,1.23,42.7,271
2025-08-18,W-03,18.76856,73.63874,7.3,111,24.1,50.4,7.64,494,1.21,43,276
2025-08-25,W-03,18.76856,73.63874,7.6,95,25,47.7,7.63,484,1.2,43.5,276
2025-09-01,W-03,18.76856,73.63874,7.77,180.7,24.6,76.5,7.63,476,1.22,43.2,274
2025-09-08,W-03,18.76856,73.63874,8.1,147.8,26.1,67.4,7.64,480,1.24,42.7,272
2025-09-15,W-03,18.76856,73.63874,8.2,62.6,27.6,37.5,7.66,478,1.25,41.8,267
2025-09-22,W-03,18.76856,73.63874,8.4,102.5,24.2,48.5,7.68,479,1.23,40.9,263
2025-09-29,W-03,18.76856,73.63874,8.44,96.7,27,48.6,7.68,479,1.22,40.2,258
2025-10-06,W-03,18.76856,73.63874,8.45,12.7,18.8,22.2,7.69,475,1.22,39.7,262
